Company name,LA type,Start date,End date
IRESS LIMITED,Skilled Refugee Pilot,18-Oct-2021,17-Oct-2026
IT & KM RICHARDSON & THE STELVA PTY LTD,Company Specific,20-Sep-2021,19-Sep-2026
J A BRAUN INVESTMENTS PTY LTD,Industry - Pork,12-Jan-2022,11-Jan-2027
JA & NJ BAKER PTY LTD,Orana DAMA,07-Feb-2022,06-Feb-2027
JAGNER INVESTMENTS PTY LTD,Far North Queensland DAMA,11-Mar-2022,10-Mar-2027
Jaliz Enterprises Pty Ltd,Company Specific,11-Nov-2021,10-Nov-2026
JBS AUSTRALIA PTY LIMITED,Industry - Meat,12-Jan-2023,11-Jan-2028
Jet Aviation Australia Pty Ltd,Far North Queensland DAMA,30-Nov-2021,29-Nov-2026
JMJ Disability Services,Northern Territory DAMA,05-Jan-2022,04-Jan-2027
JOFIRA PTY LTD ATF JOFIRA UNIT TRUST,Far North Queensland DAMA,17-Dec-2021,16-Dec-2026
John Frankham Pty Ltd,Company Specific,05-Nov-2021,04-Nov-2026
Johnson & Johnson Medical Pty Ltd,Company Specific,16-Feb-2022,15-Feb-2027
JPS Retail Services Pty Ltd,South Australia Regional DAMA,16-Nov-2021,15-Nov-2026
K.E.A. PTY LTD,Far North Queensland DAMA,07-Oct-2021,06-Oct-2026
KALADARI HOLDINGS PTY. LTD.,South Australia Regional DAMA,21-Dec-2021,20-Dec-2026
Kalidonis Hotels Pty Ltd,Northern Territory DAMA,26-Nov-2021,25-Nov-2026
Karingal Pty Ltd,Company Specific,21-Oct-2021,20-Oct-2026
KATHERINE CLUB INC,Northern Territory DAMA,17-Dec-2021,16-Dec-2026
Kentish Lifelong Learning and Care Inc,Northern Territory DAMA,28-Sep-2021,27-Sep-2026
Kew Art Pty Ltd ATF Ewart Family Trust,Company Specific,11-Nov-2021,10-Nov-2026
KINGSLEY'S CHICKEN PTY LTD,Company Specific,15-Nov-2021,14-Nov-2026
Kushi 1914 Pty Ltd,Far North Queensland DAMA,10-Dec-2021,09-Dec-2026
L.P & B.J. ALLEN PTY. LTD.,Great South Coast DAMA,25-Oct-2021,24-Oct-2026
LACY BROS PTY LTD,Company Specific,19-Oct-2021,18-Oct-2026
Lai Industries PTY LTD,South Australia Regional DAMA,04-Mar-2022,03-Mar-2027
LAMATTINA HOLDINGS PTY LTD,Industry - Horticulture,15-Mar-2022,14-Mar-2027
Laynhapuy Homelands Aboriginal Corporation,Northern Territory DAMA,01-Feb-2022,31-Jan-2027
LEGION DRILLING PTY LTD,Company Specific,21-Jan-2022,20-Jan-2027
LIBERTY FIELDS PORK PTY LTD,Industry - Pork,25-Oct-2021,24-Oct-2026
LIMESTONE BUILDING BLOCK COMPANY PTY LTD,Company Specific,20-Dec-2021,19-Dec-2026
LORTSIM PTY LTD,Industry - Horticulture,22-Nov-2021,21-Nov-2026
Lorwellen Farming Pty Ltd,Skilled Refugee Pilot,08-Oct-2021,07-Oct-2026
Lucky Saddle PTY LTD,Northern Territory DAMA,27-Jul-2021,26-Jul-2026
L'UNICO TRATTORIA PTY LTD,Far North Queensland DAMA,22-Feb-2022,21-Feb-2027
M&J LANTERI PTY LTD,Industry - Horticulture,30-Sep-2021,29-Sep-2026
Mai Wiru Regional Stores Council Aboriginal Corporation,Northern Territory DAMA,15-Mar-2022,14-Mar-2027
Mandurah Physiotherapy Pty Ltd,Company Specific,21-Jan-2022,20-Jan-2027
MARRONE FRESH PTY LTD,South Australia Regional DAMA,17-Aug-2021,16-Aug-2026
Martin Engineering Australia Pty. Ltd.,Company Specific,01-Mar-2022,28-Feb-2027
Mary Help of Christians Limited,Industry - Minister of Religion,25-Oct-2021,24-Oct-2026
MBC National Pty Ltd,Great South Coast DAMA,06-Jan-2022,05-Jan-2027
MBL BANANAS PTY LTD,Far North Queensland DAMA,01-Oct-2021,30-Sep-2026
MCELLIGOTTS (QLD) PTY LTD,Company Specific,12-Jan-2022,11-Jan-2027
MEGA HAND CAR WASH PTY LTD,Goldfields DAMA,08-Dec-2021,07-Dec-2026
MERINO & CO. PTY LTD,Company Specific,28-Feb-2022,27-Feb-2027
Methodist Church in Australia Inc,Industry - Minister of Religion,16-Sep-2021,15-Sep-2026
MICHAEL CASSEL GROUP PTY LTD,Company Specific,14-Dec-2021,13-Dec-2026
MINISTRY OF HEALTH,Company Specific,13-Jan-2022,12-Jan-2027
MINTER ELLISON SERVICES PTY LIMITED,Skilled Refugee Pilot,28-Jan-2022,27-Jan-2027
My Support My Way Pty Ltd,Adelaide City Tech and Innovation DAMA,17-Dec-2021,16-Dec-2026
MYER PTY LTD,GTS - Established business,05-Oct-2021,04-Oct-2026
MyModular Pty Ltd,South Australia Regional DAMA,09-Mar-2022,08-Mar-2027
NARASELL PTY. LIMITED,Industry - Meat,26-Aug-2021,25-Aug-2026
Newall Holdings Pty Ltd,Goldfields DAMA,02-Jun-2021,01-Jun-2026
North Australia Global Services,Northern Territory DAMA,09-Mar-2022,08-Mar-2027
North Australian Fishing Co. Pty Ltd,Industry - Fishing,15-Feb-2022,14-Feb-2027
Olivet Assembly Incorporated,Industry - Minister of Religion,22-Nov-2021,21-Nov-2026
ONE TREE COMMUNITY SERVICES INC,Northern Territory DAMA,16-Dec-2021,15-Dec-2026
P BREYER-MENKE & D.R MENKE & P.A RING,Northern Territory DAMA,06-Dec-2021,05-Dec-2026
P.J. MEATS PTY.LTD.,Industry - Meat,18-Nov-2021,17-Nov-2026
PACIFIC BUILDING SUPPLIES (NT) PTY LTD,Northern Territory DAMA,04-Mar-2022,03-Mar-2027
PHILLIP RILEY PROJECTS PTY LTD,Industry - On-Hire,06-Aug-2021,05-Aug-2026
Philous KP Pty Ltd,Northern Territory DAMA,28-Oct-2021,27-Oct-2026
Pollination Foundation Limited,Skilled Refugee Pilot,06-Jan-2022,05-Jan-2027
POSITIVE APE PTY LTD,Skilled Refugee Pilot,29-Oct-2021,28-Oct-2026
POWER TO CHANGE,Industry - Minister of Religion,20-Oct-2021,19-Oct-2026
Premium Dental Lab Pty Ltd,Skilled Refugee Pilot,29-Nov-2021,28-Nov-2026
PRIME VALUE DAIRY MANAGEMENT NO 2 PTY LTD,Industry - Dairy,28-Oct-2021,27-Oct-2026
QIU THAI PTY LTD,Far North Queensland DAMA,21-Oct-2021,20-Oct-2026
Quick Steps School of Dance Pty Ltd,South Australia Regional DAMA,02-Feb-2023,01-Feb-2028
R.M. WILLIAMS PROPRIETARY LIMITED,GTS - Established business,12-Jan-2022,11-Jan-2027
Raglan Drilling Pty Ltd,Company Specific,25-Jan-2022,24-Jan-2027
RANJIT KAUR SARANAH,Industry - Horticulture,01-Mar-2022,28-Feb-2027
Realstorm Pty Ltd,Goldfields DAMA,26-Oct-2021,25-Oct-2026
RED GUM CHILD CARE CENTRE PTY LTD,Orana DAMA,07-Dec-2021,06-Dec-2026
REILLY PASTORAL CO PTY LTD,Industry - Pork,28-Feb-2022,27-Feb-2027
RIBBON HAIR SALON DARWIN PTY LTD ATF BROTHER 2 TRUST,Northern Territory DAMA,03-Dec-2021,02-Dec-2026
Riviera Farms Pty Ltd,Industry - Horticulture,11-Feb-2022,10-Feb-2027
Rogue NTT Pty Ltd,Northern Territory DAMA,07-Mar-2022,06-Mar-2027
Rombola Family Farms Pty Ltd,Industry - Horticulture,20-Dec-2021,19-Dec-2026
RPC GLENGALLAN PTY LTD,Industry - Pork,28-Feb-2022,27-Feb-2027
RSCS All Suburbs Pty Ltd,South Australia Regional DAMA,11-Mar-2022,10-Mar-2027
SABINE TRADING CO PTY LTD,Northern Territory DAMA,15-Oct-2021,14-Oct-2026
Safe Trans NSW PTY LTD,Orana DAMA,18-Jan-2022,17-Jan-2027
SALMON ASSET MANAGEMENT PTY LTD,Northern Territory DAMA,08-Dec-2021,07-Dec-2026
Seventh -Day Adventist Church (South New South Wales Conference) Limited,Industry - Minister of Religion,07-Dec-2021,06-Dec-2026
Shangri-La Hotel (Cairns) Pty Ltd,Far North Queensland DAMA,11-Oct-2021,10-Oct-2026
Smart Fabrication,South Australia Regional DAMA,11-Mar-2022,10-Mar-2027
Softtest Pays Pty Ltd,Industry - On-Hire,14-Jan-2022,13-Jan-2027
Star & Garter Hotel Pty Ltd,Goldfields DAMA,17-Nov-2021,16-Nov-2026
STAR LABOUR SERVICES PTY LTD,Company Specific,15-Mar-2022,14-Mar-2027
STEPPING STONES CHILDCARE CENTRE(ACT) PTY LTD,Far North Queensland DAMA,20-Dec-2021,19-Dec-2026
SWJR NOMINEES PTY LTD,Northern Territory DAMA,16-Feb-2022,15-Feb-2027
Sydney Nepali Church Incorporated,Industry - Minister of Religion,27-Oct-2021,26-Oct-2026
Symbio Holdings Ltd,Company Specific,21-Feb-2022,20-Feb-2027
Tasmanian Quality Meats Pty Ltd,Industry - Meat,21-Jan-2022,20-Jan-2027
TASSAL OPERATIONS PTY LTD,Company Specific,27-Jan-2022,26-Jan-2027
Thai Thai Restaurant Casuarina,Northern Territory DAMA,22-Oct-2021,21-Oct-2026
The Antiochian Orthodox Archdiocese of Australia New Zealand and the Philippines Inc,Industry - Minister of Religion,26-Oct-2021,25-Oct-2026
THE AUSTRALIAN ISLAMIC HOUSE IN LIVERPOOL AREA INCORPORATED,Industry - Minister of Religion,02-Nov-2021,01-Nov-2026
THE AUSTRALIAN SIKH ASSOCIATION LIMITED,Industry - Minister of Religion,03-Nov-2021,02-Nov-2026
THE BAPTIST UNION OF WESTERN AUSTRALIA INCORPORATED,Industry - Minister of Religion,03-Nov-2021,02-Nov-2026
THE HILLS DISTRICT MUSLIM SOCIETY INCORPORATED,Industry - Minister of Religion,09-Dec-2021,08-Dec-2026
THE LEBANESE MOSLEM ASSOCIATION,Industry - Minister of Religion,22-Feb-2022,21-Feb-2027
THE LITTLE YELLOW BOAT PTY LTD,Far North Queensland DAMA,20-Dec-2021,19-Dec-2026
The Melbourne Vinayagar Hindu Sangam,Industry - Minister of Religion,12-Nov-2021,11-Nov-2026
THE OPEN DOOR CHURCH INC.,Industry - Minister of Religion,02-Feb-2022,01-Feb-2027
THE PURE LAND LEARNING CENTRE OF VICTORIA INC,Industry - Minister of Religion,14-Jan-2022,13-Jan-2027
The Redeemed Christian Church of God- Desire of Nations Centre,Industry - Minister of Religion,21-Oct-2021,20-Oct-2026
THE UNITED VIETNAMESE BUDDHIST CONGREGATION OF CANBERRA AND SURROUND,Industry - Minister of Religion,11-Oct-2021,10-Oct-2026
The University of Sydney,GTS - Established business,17-Mar-2021,16-Mar-2026
The Y&F (DARWIN) PTY LTD,Northern Territory DAMA,06-Dec-2021,05-Dec-2026
TITAN RECRUITMENT PTY LTD,Industry - On-Hire,20-Jan-2022,19-Jan-2027
Todaro Group Pty Ltd,Industry - Horticulture,01-Feb-2022,31-Jan-2027
TOP END EARLY LEARNING CENTRE INCORPORATED,Northern Territory DAMA,09-Feb-2022,08-Feb-2027
TOP END SOUNDS PTY LTD,Northern Territory DAMA,08-Jul-2021,07-Jul-2026
TOP MULTIPLIER PTY LTD,South Australia Regional DAMA,02-Jun-2021,01-Jun-2026
Trans Australia Glass Pty Ltd,Company Specific,22-Nov-2021,21-Nov-2026
Trinity Mining Services and Supplies PTy Ltd,Industry - On-Hire,22-Oct-2021,21-Oct-2026
Tyrrell Group Holdings Pty Ltd,Company Specific,13-Oct-2021,12-Oct-2026
USINCH PTY LIMITED,Industry - Meat,28-Apr-2023,27-Apr-2028
V&V WALSH PTY LTD,Industry - Meat,03-Mar-2021,02-Mar-2026
VICKERY BROS PTY LTD,Great South Coast DAMA,13-Jan-2022,12-Jan-2027
VIP MEAT PROCESSING PTY LTD,Industry - Meat,09-Mar-2022,08-Mar-2027
Vipassna Buddhist Meditation Association of Wat Sereychum Australia Inc.,Industry - Minister of Religion,24-Jan-2022,23-Jan-2027
Vitor Pty Ltd,Company Specific,01-Mar-2022,28-Feb-2027
VIVO PALM COVE PTY LTD,Far North Queensland DAMA,15-Mar-2022,14-Mar-2027
WALKER SEAFOOD (AUSTRALIA) PTY LTD,Industry - Fishing,25-May-2023,24-May-2028
WDA Drilling Services Pty Ltd,Goldfields DAMA,09-Feb-2022,08-Feb-2027
We Own a Pty Limited,Far North Queensland DAMA,08-Dec-2021,07-Dec-2026
WEST PEAK PTY LTD,Skilled Refugee Pilot,08-Oct-2021,07-Oct-2026
William Reddie & Laura Lenore Wallace,Far North Queensland DAMA,07-Mar-2022,06-Mar-2027
WORKERS CHOICE NQ PTY LTD,Far North Queensland DAMA,19-Jan-2022,18-Jan-2027
Xdrift Industries Pty Ltd,Northern Territory DAMA,23-Feb-2022,22-Feb-2027
Y CHENG & C WENG,Northern Territory DAMA,03-Dec-2021,02-Dec-2026
YAPP INVESTMENT HOLDINGS PTY. LIMITED,Northern Territory DAMA,17-Jan-2022,16-Jan-2027
Youth With A Mission (Perth) Inc,Industry - Minister of Religion,01-Oct-2021,30-Sep-2026
Zi & Yi Management Pty Ltd,South Australia Regional DAMA,01-Feb-2022,31-Jan-2027
Zonge Engineering & Research Organization ( Aust ) Pty Ltd,Adelaide City Tech and Innovation DAMA,22-Dec-2021,21-Dec-2026
A & L Romeo Pty Ltd,Industry - Horticulture,30-Jun-2022,29-Jun-2027
A Musumeci Pty Ltd,Industry - Fishing,05-Jul-2022,04-Jul-2027
A Vecchio Ruggeri & F Vecchio Ruggeri & V Vecchio Ruggeri & A.V Vecchio Ruggeri,Far North Queensland DAMA,13-May-2022,12-May-2027
"A, M and Z Pty Ltd",Far North Queensland DAMA,20-Apr-2022,19-Apr-2027
A.S Nurpuri & G.K Nurpuri,Industry - Horticulture,26-Apr-2022,25-Apr-2027
Abacus Fisheries Company Pty Ltd,Industry - Fishing,12-Jul-2022,11-Jul-2027
AEM Consolidated Pty Ltd,South Australia Regional DAMA,05-Apr-2022,04-Apr-2027
Aerotech Aviation Pty Ltd,Northern Territory DAMA,13-Apr-2022,12-Apr-2027
Affiliate Aged Care Pty Ltd,Far North Queensland DAMA,01-Aug-2022,31-Jul-2027
Agquip Fresh Farming Pty Ltd,Industry - Horticulture,21-Jul-2022,20-Jul-2027
Air Consulting Australia Pty Ltd,Industry - On-Hire,30-Mar-2022,29-Mar-2027
Akers Farms Pty Ltd,Industry - Horticulture,28-Mar-2022,27-Mar-2027
Allcare Community Support Incorporated,South Australia Regional DAMA,06-Apr-2022,05-Apr-2027
Alyangula Daycare Incorporated,Northern Territory DAMA,29-Apr-2022,28-Apr-2027
Animal Logic Pty Limited,Skilled Refugee Pilot,24-Mar-2022,23-Mar-2027
Archer Access Pty Ltd,Goldfields DAMA,13-May-2022,12-May-2027
Asia Pacific Finance Co Pty Ltd,Far North Queensland DAMA,08-Apr-2022,07-Apr-2027
At Home Care Pty Ltd,Company Specific,04-Apr-2022,03-Apr-2027
Aurora Dairies Pty Ltd,Industry - Dairy,27-Apr-2022,26-Apr-2027
Austral Fisheries Pty Ltd,Industry - Fishing,16-Jun-2022,15-Jun-2027
Australian Dairy Pastures Pty Ltd,Industry - Dairy,22-Jun-2022,21-Jun-2027
Australian Passionfruit Company Pty Ltd,Far North Queensland DAMA,13-May-2022,12-May-2027
Avk Australia Holding Pty Ltd,South Australia Regional DAMA,28-Mar-2022,27-Mar-2027
B D G And P Singh,Far North Queensland DAMA,13-May-2022,12-May-2027
B. C. Harriman,Far North Queensland DAMA,14-Jul-2022,13-Jul-2027
Bartle Frere Bananas Pty. Ltd.,Far North Queensland DAMA,13-May-2022,12-May-2027
Beachfood Pty Ltd,Industry – Premium Dining,05-Jul-2022,04-Jul-2027
Bethel Presbyterian Church Inc,Industry - Minister of Religion,02-Jun-2022,01-Jun-2027
BFG Investments Pty Ltd,Industry – Premium Dining,05-Jul-2022,04-Jul-2027
Bipo Service Australia Pty Ltd,Industry - On-Hire,02-May-2022,01-May-2027
Bluemar Pty Ltd,Goldfields DAMA,04-Apr-2022,03-Apr-2027
Border Sheetmetal & Ducting Pty Ltd,Company Specific,17-May-2022,16-May-2027
Bruno John Cuda,Far North Queensland DAMA,13-Apr-2022,12-Apr-2027
C Moloney & Yenolom Dairy Pty. Ltd.,Great South Coast DAMA,15-Jul-2022,14-Jul-2027
Caffeinated Jacks Pty. Ltd,Far North Queensland DAMA,07-Apr-2022,06-Apr-2027
Care Services Australia Limited,Company Specific,06-Jul-2021,05-Jul-2026
Castaways Mission Beach Pty Ltd,Far North Queensland DAMA,13-Apr-2022,12-Apr-2027
Catalina's (Rose Bay) Pty. Limited,Industry – Premium Dining,20-May-2022,19-May-2027
Charis Management Services Pty Ltd,Northern Territory DAMA,13-May-2022,12-May-2027
China Home Cuisine Culture Pty Ltd,Far North Queensland DAMA,13-Apr-2022,12-Apr-2027
City Of Kalgoorlie- Boulder,Goldfields DAMA,03-Jul-2023,02-Jul-2028
City Of Kalgoorlie- Boulder,Goldfields DAMA,05-Jan-2022,04-Jan-2027
Coleman Cranes Pty Ltd,Goldfields DAMA,08-Jun-2022,07-Jun-2027
Como Holdings Pty Ltd,Goldfields DAMA,18-Jul-2022,17-Jul-2027
Cooriemungle Ag Pty Ltd,Great South Coast DAMA,19-Jan-2023,18-Jan-2028
CORDOMA GROUP PTY LTD ATF CORDOMA UNIT TRUST,Industry - Horticulture,16-May-2022,15-May-2027
Cox Purtell Staffing Services Pty Ltd,Industry - On-Hire,20-Jul-2022,19-Jul-2027
Cutri Fruit Pty Ltd,Industry - Horticulture,10-Jun-2022,09-Jun-2027
Daniela Durko Holdings Pty Ltd,Goldfields DAMA,21-Feb-2022,20-Feb-2027
Daniela Durko Holdings Pty Ltd,Company Specific,13-Oct-2021,12-Oct-2026
Darwin Golf Club Incorporated,Northern Territory DAMA,10-Jan-2022,09-Jan-2027
David Partridge Pty Ltd & D.W. Partridge & E.R. Partridge & M.S. Partridge,Industry - Dairy,18-May-2022,17-May-2027
DBC RSA Holdings Pty Ltd,Industry - Horticulture,07-Feb-2022,06-Feb-2027
Dermal Essence Pty Ltd,Northern Territory DAMA,11-Apr-2022,10-Apr-2027
Diamond Valley Pork Pty Ltd,Industry - Meat,17-May-2022,16-May-2027
Dig Investments Pty Ltd,Company Specific,08-Jun-2022,07-Jun-2027
Dreamedia Events Pty Limited,Northern Territory DAMA,13-May-2022,12-May-2027
"Duan, Xiao Kai",Far North Queensland DAMA,16-May-2022,15-May-2027
E.G Chesworth & S.D Chesworth & The Trustee For D & D Chesworth Family Trust,Industry - Dairy,24-May-2022,23-May-2027
Elekta Pty Ltd,Company Specific,17-May-2022,16-May-2027
Everability Group Limited,Company Specific,25-May-2022,24-May-2027
Firedoor Pty Limited,Industry – Premium Dining,02-Aug-2022,01-Aug-2027
Fox Dairies Pty Ltd,Industry - Dairy,06-May-2022,05-May-2027
FR Consultancy Pty Ltd,Industry - On-Hire,18-May-2022,17-May-2027
Free Serbian Orthodox Church Diocese For Australia & New Zealand,Industry - Minister of Religion,28-Jul-2022,27-Jul-2027
Fu Wah Wa Pty Ltd,Goldfields DAMA,27-Jul-2022,26-Jul-2027
G. W Stansfield and T Stansfield,Great South Coast DAMA,02-Aug-2022,01-Aug-2027
Gardens Catering Pty Ltd,Northern Territory DAMA,17-May-2022,16-May-2027
Garrett Hospitality Pty Ltd,Company Specific,11-Apr-2022,10-Apr-2027
Genashtim Pty Ltd,Skilled Refugee Pilot,28-Jul-2022,27-Jul-2027
Genius Education Pty Ltd,Far North Queensland DAMA,29-Jul-2022,28-Jul-2027
German Lutheran Trinity Church East Melbourne Inc,Industry - Minister of Religion,29-Jul-2022,28-Jul-2027
GJ & AD Turnbull Pty Ltd,Northern Territory DAMA,13-May-2022,12-May-2027
Gold Fields Australia Pty Ltd,Company Specific,12-Apr-2022,11-Apr-2027
Golden Nails And Beauty Palmerston,Northern Territory DAMA,24-Nov-2022,23-Nov-2027
Gundjeihmi Aboriginal Corporation,Northern Territory DAMA,29-Jul-2022,28-Jul-2027
HA & M Investment Pty Ltd,Northern Territory DAMA,06-Jan-2022,05-Jan-2027
HAMMONDCARE,Company Specific,26-Jul-2022,25-Jul-2027
Hancock Industries Pty Ltd,Northern Territory DAMA,21-Mar-2022,20-Mar-2027
Harvey Fresh (1994) Ltd,Company Specific,12-May-2022,11-May-2027
Head Republic Pty Ltd,Northern Territory DAMA,11-Apr-2022,10-Apr-2027
Hidrostal Australia Pty Ltd,South Australia Regional DAMA,06-Jul-2022,05-Jul-2027
Hillside Meat Processors Pty Ltd,Industry - Meat,24-Mar-2022,23-Mar-2027
Hospitality North Pty Ltd,Far North Queensland DAMA,18-Jul-2022,17-Jul-2027
HTC Global Services (Australia) Pty Ltd,Industry - On-Hire,19-Jul-2022,18-Jul-2027
Imagawa Gakuen Australia Pty Ltd,Company Specific,08-Jun-2022,07-Jun-2027
Independent Seafood Producers Pty Ltd,Industry - Fishing,07-Jul-2022,06-Jul-2027
International City Church,Industry - Minister of Religion,31-May-2022,30-May-2027
IQVIA RDS Pty. Limited,Adelaide City Tech and Innovation DAMA,27-May-2022,26-May-2027
Islamic Society Of Gold Coast Incorporated,Industry - Minister of Religion,01-Aug-2022,31-Jul-2027
Itbility Pty Ltd,Industry - On-Hire,20-May-2022,19-May-2027
ITV Studios Australia Pty Ltd,GTS - Established business,25-Jul-2022,24-Jul-2027
J.D NORTON & T.D NORTON,Industry - Dairy,06-May-2022,05-May-2027
J.B Poppi & R.C Poppi,Far North Queensland DAMA,28-Mar-2022,27-Mar-2027
J.E White & B.P White,Industry - Dairy,08-Jul-2022,07-Jul-2027
Japoonvale Golden Bananas Pty Ltd,Far North Queensland DAMA,12-Jul-2022,11-Jul-2027
Kagome Foods Australia Pty Ltd,Goulburn Valley DAMA,04-Jul-2022,03-Jul-2027
Kakadu Tourism (Gch) Pty Limited,Northern Territory DAMA,30-Mar-2022,29-Mar-2027
Kalik.Co Pty Ltd,Far North Queensland DAMA,17-Mar-2022,16-Mar-2027
Karma Darwin Pty Ltd,Northern Territory DAMA,12-Jul-2022,11-Jul-2027
Kelly Warburton,Northern Territory DAMA,28-Jun-2022,27-Jun-2027
Kinross Farm Services Pty Ltd,Company Specific,23-May-2022,22-May-2027
Korean Central Presbyterian Church,Industry - Minister of Religion,04-Jul-2022,03-Jul-2027
Lewis Lewis Properties Pty Ltd,Goldfields DAMA,20-Jun-2022,19-Jun-2027
LJM Produce Pty Ltd,Industry - Horticulture,05-Jul-2022,04-Jul-2027
MAF International,Northern Territory DAMA,15-Mar-2022,14-Mar-2027
Maranatha House,Orana DAMA,08-Apr-2022,07-Apr-2027
Matthew James Grant,Great South Coast DAMA,28-Jul-2022,27-Jul-2027
Midfield Meat International Pty Ltd,Great South Coast DAMA,08-Apr-2022,07-Apr-2027
Midfield Meat International Pty Ltd,Industry - Meat,08-Apr-2022,07-Apr-2027
Millwood Holdings Pty Ltd,Industry - Horticulture,26-Nov-2021,25-Nov-2026
Mitchelson Fisheries Pty Ltd,Industry - Fishing,23-Jun-2022,22-Jun-2027
MLG Oz Limited,Goldfields DAMA,29-Jul-2022,28-Jul-2027
Mondelez Australia Pty Ltd,GTS - Established business,29-Jul-2022,28-Jul-2027
National Community Care Pty Ltd,Company Specific,11-Jul-2022,10-Jul-2027
Nine Entertainment Co Pty Ltd,Skilled Refugee Pilot,06-Apr-2022,05-Apr-2027
Nourish Banana Co Pty Ltd,Far North Queensland DAMA,20-Apr-2022,19-Apr-2027
O.B. South Pty Ltd,Industry – Premium Dining,21-Jun-2022,20-Jun-2027
Otto Sydney Pty Ltd,Industry – Premium Dining,31-May-2022,30-May-2027
Patane Produce (WA) Pty Ltd,Industry - Horticulture,01-Apr-2022,31-Mar-2027
Pavoni Plus Pty Ltd,Industry – Premium Dining,25-May-2022,24-May-2027
Peninsula Downs Pty Ltd,Industry - Dairy,17-May-2022,16-May-2027
Petit Early Learning Journey Pty Ltd,Far North Queensland DAMA,22-Apr-2022,21-Apr-2027
Piacentini & Son Pty Ltd,South West DAMA,25-Jul-2022,24-Jul-2027
PJ's Concrete Pumping Pty Ltd,Goulburn Valley DAMA,31-May-2022,30-May-2027
Playmates Cottage Childcare Centre Dubbo Inc,Orana DAMA,17-Mar-2022,16-Mar-2027
Presbyterian Church of Australia in the State of New South Wales Parish of Concord,Industry - Minister of Religion,01-Aug-2022,31-Jul-2027
Presbyterian Church Of Eastern Australia Ulverstone Congregation,Industry - Minister of Religion,14-Oct-2021,13-Oct-2026
Prime Catch Pty Ltd,Industry - Fishing,05-Jul-2022,04-Jul-2027
Prosperity Services Pty Ltd,Skilled Refugee Pilot,07-Jul-2022,06-Jul-2027
R.M. Williams Proprietary Limited,South Australia Regional DAMA,31-May-2022,30-May-2027
Rajvinder Kaur Thind,Northern Territory DAMA,28-Mar-2022,27-Mar-2027
Red Rock Drilling Pty Ltd,Goldfields DAMA,16-May-2022,15-May-2027
Remick Pty Ltd,Far North Queensland DAMA,07-Apr-2022,06-Apr-2027
Rivalea (Australia) Pty Ltd,Industry - Meat,09-Dec-2021,08-Dec-2026
Royal Bank Of Canada,GTS - Established business,28-Mar-2022,27-Mar-2027
Royal Freemasons' Benevolent Institution,Company Specific,26-Jul-2022,25-Jul-2027
Royalty Scope Pty Ltd,Company Specific,04-Apr-2022,03-Apr-2027
Rugby Employment Pty Ltd,Industry - Horticulture,01-Oct-2021,30-Sep-2026
S. Ledgar & A. Heath Pty Ltd,Far North Queensland DAMA,07-Apr-2022,06-Apr-2027
SA Mushrooms Pty Ltd,South Australia Regional DAMA,20-Apr-2022,19-Apr-2027
Saint Thomas Syrian Orthodox Benevolent Association,Industry - Minister of Religion,23-Jun-2022,22-Jun-2027
Salini Australia Pty Ltd,GTS - Established business,19-May-2022,18-May-2027
Sapphire Coast Community Aged Care Ltd,Company Specific,18-May-2022,17-May-2027
Scallywags Childcare Centre Palmerston Incorporated,Northern Territory DAMA,28-Mar-2022,27-Mar-2027
Seaford Distributors Pty Ltd,South Australia Regional DAMA,27-Apr-2022,26-Apr-2027
Seiko Australia Pty Ltd,Company Specific,06-Jun-2022,05-Jun-2027
Shefa Dental Care Pty Ltd,Skilled Refugee Pilot,13-Jul-2022,12-Jul-2027
SKL Executive Pty Ltd,Industry - On-Hire,05-Jul-2022,04-Jul-2027
SMS Contracting Pty Ltd,Company Specific,23-Mar-2022,22-Mar-2027
St. John's German Lutheran Parish Springvale Inc.,Industry - Minister of Religion,15-Jun-2022,14-Jun-2027
"Stephen, Nicola Therese",Skilled Refugee Pilot,02-May-2022,01-May-2027
Summer Honey Pty Ltd,Industry – Premium Dining,19-Jul-2022,18-Jul-2027
Suntel Communications Pty Ltd,Northern Territory DAMA,08-Apr-2022,07-Apr-2027
